,text,pred
4329,"RT @detikcom: Agus Harmanto, pendiri kuliner Gule Kepala Ikan Mas Agus asal Solo tutup usia dan dimakamkan sesuai protokol COVID-19. https:…",1
4330,"RT @dr_koko28: Persentase tingkat kesembuhan Covid jika teman2 amati selama 1 bulan ini terus menurun.

Persentase tingkat kematian perlaha…",0
4331,"@plaidtee Mereka belom liat aja itu tenda darurat di RS, susahnya cari RS buat penanganan covid, banyaknya relawan… https://t.co/Pqj6ecpjYg",0
4332,"Operasi yustisi gabungan TNI POLRI, Satpol PP dan Gugus Tugas melaksanakan penindakan pelanggar Prokes dalam rangka… https://t.co/tNvteRN5KS",-1
4333,"RT @rzrizaldy: DPR memang gunanya utk mewakili rakyat, yang pingin jalan2 ke Bali diwakilin dewan nya aja, yang kena covid ya ttp rakyatnya…",0
4334,"RT @Hilmi28: Assalamu'alaikum Pak @erickthohir, mohon dievaluasi semua jajaran komisaris BUMN yg nirakhlaq. Jgn sampai keprihatinan masyara…",1
4335,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
4336,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
4337,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
4338,"@arusbaik_id Yg bikin heran, smp skrg masih banyak msyrkat yg abai..masih banyak yg kumpul2/kerumunan lebih dari 5… https://t.co/f0r8Hr1OAm",1
4339,RT @faisalsaimima: Mari kita membantu sahabat2 BANSER dalam melaksanakan tugas Pemulasaran Jenazah Covid-19 dengan mematuhi protokol keseha…,-1
4340,"RT @dutaMasarya: Saya Jadi Ingat, Menkopolhukan
Mahfud Md Pernah Sebut Tak Ada Sanksi Pidana bagi Pelanggar Protokol Kesehatan Covid-19  
h…",0
4341,"RT @kamarul14: Rakyat di negeri Sarawak kini yang paling ramai sudah menerima suntikan dos pertama vaksin Covid-19.

Apa rahsianya? Cucuk d…",0
4342,"RT @jansen_jsp: Sekedar berbagi. Krn banyak teman-teman yg hari ini kena covid, inilah obat yg kami konsumsi melalui cobaan covid bbrp bula…",-1
4343,"RT @Innayaputri72: Supaya covid tidak menjdi trending topik,group2 apapun jgn mmbicarakan covid.

Bisa gak???

Krn semakin kita bicarakan s…",-1
4344,Bhahinkamtibmas Kelurahan Kembangsari melaksanakan Bhakti Sosial yang diserahkan kepada warga serta menyampaikan hi… https://t.co/Y8roNTwcKV,-1
4345,@collegemenfess Maraton drakor krn ga bs keliar rmh lg covid tinggi,0
4346,RT @tamim_pardede: @KemenBUMN Jadi jelas memang Mentri Erick memaksa BPOM utk jadikan ivermectin sebagai pengobatan covid kan? Narasi di su…,-1
4347,"RT @rzrizaldy: DPR memang gunanya utk mewakili rakyat, yang pingin jalan2 ke Bali diwakilin dewan nya aja, yang kena covid ya ttp rakyatnya…",0
4348,"RT @9itmr: Sampai hari ini Bagana Satkorcab Banser Kudus masih melakukan pemulasaraan covid-19.

Pake terus maskernya ya, badai belum surut…",0
4349,"RT @mytheorem: Its about time. Either mati sebab riot atau mati sebab kebulur. Kalau nasib tak baik, mati sebab covid.

Make it count.",-1
4350,RT @adearmando1: Ini beneran Profesor? ITS? Kok bisa sih bilang Covid itu senjata pemerintah Indonesia utk melakukan pemusnahan massal? Mun…,1
4351,"RT @Hilmi28: Assalamu'alaikum Pak @erickthohir, mohon dievaluasi semua jajaran komisaris BUMN yg nirakhlaq. Jgn sampai keprihatinan masyara…",1
4352,"Hingga Kini, Sudah Ada 325 Perawat Meninggal Akibat Covid-19 https://t.co/ASRGz4YHoV",1
4353,"RT @arborpedagogy: ""loh, kenapa gak diubah aja jadi ruangan covid itu yang buat isomannya?""

gak bisa kau baca tadi apa yang kutulis bodat?…",-1
4354,"RT @handjobservice: Kalo ga percaya covid protokolnya cukup 1M, MODAR",-1
4355,"RT @kamarul14: Rakyat di negeri Sarawak kini yang paling ramai sudah menerima suntikan dos pertama vaksin Covid-19.

Apa rahsianya? Cucuk d…",0
4356,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
4357,Hm. Ini covid kok makin dekat. Temenku berkabar kalau di kos dia kemungkinan ada yg positif.,0
4358,"RT @dediahmaad17: Urgent! 

Saya lagi cari plasma darah dari survivor covid dengan golongan darah O+ untuk ibu teman saya. Siapapun dan di…",0
4359,"RT @TheEagle_BEN: MEDIA MEMBERITAKAN BAHAYA COVID,,MANUSIA PANIKNYA LUAR BIASA.
AL QUR'AN MEMBERI TAHU DAHSYATNYA NERAKA,,
MANUSIA PADA CUE…",0
4360,"RT @KemenkesRI: Setiap individu yang terinfeksi COVID-19 memiliki respon tubuh yang berbeda-beda, ada yang tanpa gejala, gejala ringan, sed…",1
4361,"RT @kompascom: Singapura mempersiapkan blueprint atau cetak biru untuk hidup dengan Covid-19, setelah 18 bulan bertempur menghadapi pandemi…",-1
4362,@9itmr Nanti kalau dia kena covid jangan ditolong dan diobatin,0
4363,"@pundradara Yuk. Bisa yuk. 
Semangat edukasi dan promosi kesehatan.
Supaya pikiran nya jadi baik dan Pandemi COVID-19 segera teratasi.",-1
4364,"@hvziqshah tunggu covid kat malaysia ni habis, inshaAllah laa ada hmm",1
4365,"RT @nirsha97: Sejak pendemik covid 19 ni, ramai yang struggle utk survive. Begitu juga kakak sulung saya dan suaminya. Income terjejas. Nak…",0
4366,Bhabinkamtibmas Kelurahan Karangkidul Polsek Semarang Tengah melaksanakan PPKM Mikro dengan membagikan Masker kepad… https://t.co/YEhTD4ZtYY,-1
4367,"RT @kyurahma_thya: Bener kata boss.. Jangan iri ama negara lain yg udah lepas masker, coba cari tau apa yg sudah mrk lakukan utj menekan be…",-1
4368,"https://t.co/mlaNrJI44m
Jadi kenapa kita harus mematuhi prokes,itu untuk keselamatan kita sendiri ko,dan pastinya a… https://t.co/vQwDt4T11M",-1
4369,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
4370,"RT @monstreza: Angka Covid menggila, dan besok sudah Senin lagi. Tetap waspada, tetap bekerja, tetap berusaha, tetap berdoa.

Semoga kita s…",-1
4371,"RT @bpbdkaltim: 27 Juni 2021
UPDATE infografis perkembangan virus covid 19 di wilayah kaltim.

#bnpbindonesia 
#bpbdprovkaltim 
#BencanaUru…",0
4372,"RT @rzrizaldy: DPR memang gunanya utk mewakili rakyat, yang pingin jalan2 ke Bali diwakilin dewan nya aja, yang kena covid ya ttp rakyatnya…",0
4373,RT @faridgaban: Pemerintahan Jokowi masih berutang klaim rumah sakit senilai Rp 22 triliun utk anggaran tahun 2020 (lihat berita di bawah).…,0
4374,"Agus Harmanto, pendiri kuliner Gule Kepala Ikan Mas Agus asal Solo tutup usia dan dimakamkan sesuai protokol COVID-… https://t.co/WLQSZxLWsI",1
4375,"RT @BKNgoid: #SobatBKN, Saat ini kita tidak hanya melawan virus COVID-19, namun kita juga melawan narkotika.

Yukk #SobatBKN, kita hidup se…",-1
4376,"RT @hanimomo: Bukak kilang sebab takut GDP affected, tapi affected juga. Dan rakyat nak 5,000 ni mati sebab covid. Belum campur sebab desak…",1
4377,"Sesuai encegahan penyebaran Virus Covid-19, maka Pelayanan Tatap Muka TASPEN Cabang di seluruh Indonesia sementara… https://t.co/6jEoRKdQhP",1
4378,RT @DrLiMengYAN1: Did China 'Design' COVID Virus? Virologist Dr Li-Meng Yan &amp; Dr PS Venkat... https://t.co/sVgfoCW9xZ via @YouTube,1
4379,"RT @GheajhanaLie: @RamliRizal Anggaran Bansos Hampir 11 Triliun, Tapi Sekitar 7 Triliun Di Korupsi, Rakyatnya Di Kasih mie istan, ikan Sard…",1
4380,RT @Daussss69: @redzuanNewsMPB apa bangang nya kes sama tapi kejap benarkan kejap tak benarkan. cakap jelah korang pun tkboleh handlekan is…,-1
4381,"Bertempat di Gedung Olah Raga diwilayah Ds. Kertonatan, Satgas Covid-19 Kec. Kartasura melaksanakan Operasi Yustisi… https://t.co/piu4kV8SVP",1
4382,"RT @shiawaseeker: Hallo Assalamualaikum 🥰

Dikarenakan Covid-19 dan baru aja keluargaku kena musibah penipuan dengan jumlah yang gak sediki…",0
4383,"RT @anwaribrahim: Alhamdulillah, kedai-kedai makan telah dilanjutkan operasi. Mungkin sekarang ada data dan hujah sains untuk langkah ini.…",-1
4384,Bila covid ambik nyawa keluarga sendiri baru tersedar. Tak sangka pak ngah dah takde 😔,-1
4385,"Operasi yustisi gabungan TNI POLRI, Satpol PP dan Gugus Tugas melaksanakan penindakan pelanggar Prokes dalam rangka… https://t.co/IORNZVgKl5",-1
4386,"RT @conan_idn: Ikatan Dokter Indonesia Tegaskan Lonjakan Covid-19 Disebabkan Varian Delta, Bukan karena Mudik Lebaran
https://t.co/Fzs3XxKu…",1
4387,"RT @detikcom: Singapura mulai bersiap menuju new normal, menganggap COVID-19 sebagai penyakit endemik selayaknya flu. Sejumlah pembatasan m…",1
4388,"RT @prajwalmanipal: June 27 2021, Karnataka reports 3604 COVID-19 cases.

788 cases in Bengaluru.",1
4389,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
4390,"RT @detikcom: Singapura mulai bersiap menuju new normal, menganggap COVID-19 sebagai penyakit endemik selayaknya flu. Sejumlah pembatasan m…",1
4391,"RT @IrutPagut: VIDIO.. JALAN MERDEKA KOTA BANDUNG. MASYARAKAT MULAI MARAH, MEMBONGKAR DAN MENDOBRAK PENUTUP JALAN, DENGAN ALASAN COVID YANG…",1
4392,apalagi kgn di jajanin or nyuri2 kesempatan nonton film karna gada pasien. yaampunnn covid bujasss,-1
4393,PKP PKP PKP tak habis kesnya duk takat tu ja babi. Strategy keluar daripada pandemic ni sejak PKP 1.0 sampailah sek… https://t.co/ugSs7BRIGm,1
4394,"RT @vctrkmng: “Di sini kami merasa diterima masyarakat, beda dengan reaksi masyarakat di kota-kota lain..” ujar Covid Delta. https://t.co/s…",1
4395,"RT @kamarul14: Rakyat di negeri Sarawak kini yang paling ramai sudah menerima suntikan dos pertama vaksin Covid-19.

Apa rahsianya? Cucuk d…",0
4396,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
4397,@BEMUI_Official Kau toolol lagi covid demo otak Luh dipakek,0
4398,"RT @moklins: Pekerja asing dok kena keronyok tu tak nampak ke, rumah sempit kena covid, yang tak dibayar gaji. Kilang pun ramai je kot oran…",0
4399,"RT @sudjiwotedjo: Setelah kurenung2, ketimbang energiku habis untuk mencari kambing hitam atas meningkatnya kasus Covid-19 ini apa mudik Le…",1
4400,@sexymoon_byul Covid pon tak berani tau HHAHAAHAHHA,-1
4401,"RT @dediahmaad17: Urgent! 

Saya lagi cari plasma darah dari survivor covid dengan golongan darah O+ untuk ibu teman saya. Siapapun dan di…",0
4402,"RT @OposisiCerdas: Piala Wali Kota Solo Tetap Berjalan di Tengah Pandemi Covid-19, SBK: Arogansi Anak Presiden
https://t.co/Eg2tSR3kfH",0
4403,"RT @detikcom: Beredar informasi vaksin COVID-19 memicu ADE (Antibody Dependent Enhancement), membuat virus jadi lebih ganas. Pakar memastik…",1
4404,"RT @habibthink: Apakah kamu sudah dapat vaksin covid-19?

Bagi yang udah ikutan jawab, boleh banget polling ini diretweet.

Thanks a lot 🙏",1
4405,"Tangani Covid-19, Ngabalin Sebut Jokowi Kurang Tidur

Muleeii....🙄
https://t.co/9a53ZaSIMn",-1
4406,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
4407,RT @Popmama_com: Tersedia di apotek sebagai obat cacing https://t.co/saoPxXt8Nx,-1
4408,"RT @Beritasatu: KPAI menyatakan penanganan Covid-19 tidak berpihak pada anak.

Selengkapnya: 👇 #KPAI https://t.co/Pch2CKgb4z",1
4409,"RT @sudjiwotedjo: Setelah kurenung2, ketimbang energiku habis untuk mencari kambing hitam atas meningkatnya kasus Covid-19 ini apa mudik Le…",1
4410,"RT @zarazettirazr: Seharusnya kita bersatu melawan pandemi
Dan stop mengotak2 kan orang
Jangankan covid, SAKIT BIASA pun siapa sih yang mau?",0
4411,"RT @mysubuh: Memang sudah seharusnya karena memang mirip flu biasa dan lSPA

#cabutsatuspandemi
#stopdanapandemi
 https://t.co/FLOiTURQnP",1
4412,"RT @hanimomo: Bukak kilang sebab takut GDP affected, tapi affected juga. Dan rakyat nak 5,000 ni mati sebab covid. Belum campur sebab desak…",1
4413,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
4414,"RT @SyedJymalZahiid: CEO baru KWSP, dalam wawancara baru2 ini, tekankan sekali lagi betapa pentingnya gaji pekerja dinaikkan. Itu saja cara…",0
4415,"Operasi yustisi gabungan TNI POLRI, Satpol PP dan Gugus Tugas melaksanakan penindakan pelanggar Prokes dalam rangka… https://t.co/iqMfymnEwA",-1
4416,@wantelahkembali makasih telah. kamu jaga diri ya covid lagi parah2nya di jawa,0
4417,"RT @_AnakKolong: ALPHA, ZETA HINGGA DELTA | akan semakin cepat menyebar &amp; pengendalian covid - 19, bukan hanya berjalan lambat tapi potensi…",0
4418,RT @DrLiMengYAN1: Did China 'Design' COVID Virus? Virologist Dr Li-Meng Yan &amp; Dr PS Venkat... https://t.co/sVgfoCW9xZ via @YouTube,1
4419,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
4420,"RT @piotrj: Dengan jumlah kasus COVID-19 di Jakarta yang bertambah, kita perlu mempertimbangkan pentingnya kualitas udara dalam ruangan ter…",0
4421,"RT @UlulAlbabil: Sobat sobatku yang sarjana tapi masih ngomong Covid proyekan, monggo dipirsani nggeh",0
4422,Kiburi  cha viongozi wa ngazi za juu ndo zilizotufikisha hapa. Mwendazake alikaidi sana tahadali dhidi ya Covid 19… https://t.co/QSgdzgRz17,1
4423,RT @SaveMoslem1: Tamu istimewa bebas masuk ke ngeri walau dari negri covid  sebaliknya warga sendiri di bui berdalih covid .... ?? https://…,1
4424,UPDATE PAPAN DATA KORBAN COVID 19 DI WILAYAH KEC.TEKUNG https://t.co/q6zKNb9A1w,1
4425,"RT @Amrlamnnn: Harini penuh dengan kejutan. First, dapat tahu speedmart area rumah aku ni ada staff dia positive padahal baru pergi semalam…",-1
4426,"paling males bgt kl bahas covid, tiba-tiba bermunculan pihak nol besar dan merasa jadi ahli di bidangnya👍🏻",0
4427,"RT @ph4n_: Nakes nya telat dapat insentif, RS telat dibayar, terus nyuruh pihak RS tambahan kapasitas buat covid-19.

Itu duit darimana mal…",1
4428,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
4429,"RT @NoorAzam: Selepas empat minggu, bagaimanakah kedai makan yang beroperasi 8am-8pm membantu mengurangkan jangkitan Covid-19, dan berapa k…",1
4430,"RT @JapenPerlis: Situasi Semasa COVID-19 Di Malaysia, 27 JUN 2021.

Sumber: KEMENTERIAN KESIHATAN MALAYSIA

#MenangBersama
#LindungDiriLind…",0
4431,"RT @Natali_Cristi3n: GA 200K utk 4 orang pemenang 🎉🥳
Berbagi kebaikan setiap hari maka akan menjadi Berkat utk kita.

Doakan Indonesia 🇮🇩❤️…",0
4432,@thomas_vetra Otak kau maaf covid dibuat mainan,0
4433,"RT @detikcom: Singapura mulai bersiap menuju new normal, menganggap COVID-19 sebagai penyakit endemik selayaknya flu. Sejumlah pembatasan m…",1
4434,RT @rizieqdivist: Semoga semua warga Twitter yang sedang terkena wabah Covid segera disembuhkan dan sehat kembali bersama keluarga. Tetap j…,-1
4435,"Temenku tanya, “kok km nggak ikut update tentang covid jg?” Me: “Udah cukup pusing di RS, aku liat update orang2 ma… https://t.co/u9gp6I87RM",0
4436,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
4437,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
4438,"RT @drcheputeh: Anak-anak mengambil vaksin sejak hari pertama lahir kedunia. Kesannya kadar kematian kanak-kanak bawah 5 tahun berkurang, t…",0
4439,"Besok, Polda Metro Jaya Gelar Vaksinasi Covid-19 Tanpa Surat Domisili di 8 Titik https://t.co/E0vpiktK4y",1
4440,"@BacangSpecial Dikantor gw yg kena covid langsung di kirim ke wisma terus tetep dapet gaji. 
Orngnya keenakan berasa liburan dibayar -_-",0
4441,"RT @rzrizaldy: DPR memang gunanya utk mewakili rakyat, yang pingin jalan2 ke Bali diwakilin dewan nya aja, yang kena covid ya ttp rakyatnya…",0
4442,"Besok, Polda Metro Jaya Gelar Vaksinasi Covid-19 Tanpa Surat Domisili di 8 Titik https://t.co/E0vpiktK4y via @kabar_tangsel",1
4443,"KPAI menyatakan penanganan Covid-19 tidak berpihak pada anak.

Selengkapnya: 👇 #KPAI https://t.co/Pch2CKgb4z",1
4444,"Operasi yustisi gabungan TNI POLRI, Satpol PP dan Gugus Tugas melaksanakan penindakan pelanggar Prokes dalam rangka… https://t.co/pku3Higy5r",-1
4445,"@starrynap kebal covid, terpapar wibu",0
4446,"Hingga Kini, Sudah Ada 325 Perawat Meninggal Akibat Covid-19 https://t.co/ASRGz4H6xn",1
4447,"RT @detikcom: Beredar informasi vaksin COVID-19 memicu ADE (Antibody Dependent Enhancement), membuat virus jadi lebih ganas. Pakar memastik…",1
4448,@croquemonsr @covid oyo yu,1
4449,"RT @drcheputeh: Anak-anak mengambil vaksin sejak hari pertama lahir kedunia. Kesannya kadar kematian kanak-kanak bawah 5 tahun berkurang, t…",0
4450,@oligarcat tapi kan covid bukan hoax..,-1
4451,RT @uzoemaki: ada yang tahu rumah sakit di Bandung yang masih bisa terima pasien covid? udah ke beberapa rs tapi ditolak karena penuh🙏,0
4452,RT @KKMPutrajaya: Hospital Ampang menjadi hospital kedua selepas Hospital Sungai Buloh yang menjadi hospital rawatan pesakit #COVID19 sepen…,0
4453,"RT @vita_AVP: *MISI KOPERASI SATELIT DESA INDONESIA*

Saat internet menjadi jawaban atas terbatasnya kontak sosial dan fisik manusia selama…",0
4454,"RS di Surabaya Overload Menerima Pasien COVID-19, Tambah Dua Gedung Isolasi di Asrama Haji

 #Sindonews… https://t.co/06dngDixxD",0
4455,"Solo lagi genting2nya covid, malah ada turnamen 🤔 https://t.co/HMJRaSRzk5",1
4456,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
4457,"RT @hanimomo: Bukak kilang sebab takut GDP affected, tapi affected juga. Dan rakyat nak 5,000 ni mati sebab covid. Belum campur sebab desak…",1
4458,punya temen rl 6 orang dan kena covid nya bergiliran:),-1
4459,"RT @IrutPagut: VIDIO.. JALAN MERDEKA KOTA BANDUNG. MASYARAKAT MULAI MARAH, MEMBONGKAR DAN MENDOBRAK PENUTUP JALAN, DENGAN ALASAN COVID YANG…",1
4460,"RT @cudble: ama covid gapercaya, giliran di chat “aku janji bakal berubah” percaya",-1
4461,"RT @anwaribrahim: Alhamdulillah, kedai-kedai makan telah dilanjutkan operasi. Mungkin sekarang ada data dan hujah sains untuk langkah ini.…",-1
4462,Alhamdulillah punya orang tua percaya covid adalah privilege https://t.co/Q9VRx8gkLV,1
4463,"RT @KKMPutrajaya: Ringkasan kes kematian baharu #COVID19, 27 Jun 2021.
60 kes kematian akibat jangkitan COVID-19 dilaporkan termasuk 9 Brou…",1
4464,Keluarga Wali Kota Bandung Terkonfirmasi Covid-19 https://t.co/LSkvM082zD via @rri.co.id - AS4,1
4465,"RT @_syamilhalim: Salam TS @MuhyiddinYassin, Sungai Petani ni mukim tau, bukan daerah, bukan negeri tapi ada dekat 1K active cases kat sini…",0
4466,Sama covid ga percaya tapi kalo ada yg bilang “aku akan berubah demi kamu” percaya. https://t.co/cre8qegpCc,-1
4467,"RT @_AnakKolong: PEMPROV @DKIJakarta MEMANG KLUSTER ""HAMAS PESEK"" |
.
.
.
.
https://t.co/jd2zY4hYLG",1
4468,"RT @Hilmi28: Assalamu'alaikum Pak @erickthohir, mohon dievaluasi semua jajaran komisaris BUMN yg nirakhlaq. Jgn sampai keprihatinan masyara…",1
4469,"RT @anima: Covid itu sama seperti gravitasi, bodoamat kalian percaya atau tidak ya tetap akan terkena akibatnya.",0
4470,"RT @KemenkesRI: Setiap individu yang terinfeksi COVID-19 memiliki respon tubuh yang berbeda-beda, ada yang tanpa gejala, gejala ringan, sed…",1
4471,"RT @sudjiwotedjo: Setelah kurenung2, ketimbang energiku habis untuk mencari kambing hitam atas meningkatnya kasus Covid-19 ini apa mudik Le…",1
4472,"aku mikir ini covid kapan ya selesai. kapan orang orang paham. aku pengen liburan tanpa masker, pengen nonton konse… https://t.co/rLpRhOC8IM",-1
4473,"Kes Covid Sejak PKP 3.0 Tak Turun2 Kerana Kilang Buka. Apa Kata PKP 3.0 (Bersambung) Ni Kita Buka Masjid, Kilang Ki… https://t.co/12MVNh26pf",1
4474,RT @GeorgiaLogCabin: US NIH deleted corona virus data at China's behest https://t.co/GqaMk7R9KH,1
4475,RT @gakadagunanya_: @BacangSpecial Covid? Tapi masih bisa jalan kan? Bisa bawa motor kan? https://t.co/eVOJURaPKe,-1
4476,RT @ribonk: Aneh bgt tasy* farasy* positif covid nyalahin art pdhl menurut ilmu virologi dan epidemiologi yg gue pelajari virus tuh ga nula…,1
4477,RT @nursafiyraa: Best nya tengok negara lain dah bebas Covid while Malaysia pak menteri still sibuk berebut kuasa and anggap Covid macam ta…,-1
4478,"RT @Reiza_Patters: Berkata Kasar ke Gubernur Anies Baswedan, Ternyata Kemal Arsjad Pernah Terjerumus Narkotika

https://t.co/QizQ60ocd3 

P…",-1
4479,Polsek Medansatria melaksanakan Operasi pendisiplinan Protokol Kesehatan kpd warga masyarakat yg belum mematuhi Pro… https://t.co/d5c5vIoo0C,1
4480,"https://t.co/JCxxOoPxKz
Kita juga udah tahu sendirikan gimana usaha pemerintah utk menangani covid-19 ini, ayolah k… https://t.co/8wxg77ToX1",1
4481,"RT @dr_tompi: Berita antrian RS krn covid makin menggila. Hati2 semuaaa . Berusaha utk tdk sakit, semampunya...",0
4482,@YokoSetyoso @visiau @geloraco Utang utk covid brp T?,0
4483,RT @nurshafiyyahh: nampaknya pkp ni sangat berkesan memang nampak lah beza dia alhamdullillah syukur ikut arahan kerajaan lagi 50 tahun sel…,-1
4484,@republikbobot0h Covid kan 3 orng official .. sing enggal sarehat deui,-1
4485,"RT @TofaTofa_id: Menurut saya, untuk sementara, saat ini Menkes di negara manapun, KALAU BISA latarnya HARUS kedokteran. Tujuannya untuk me…",0
4486,Aji 36no Harisinga Constituency village no 1 Sapkhaiti Udalguri dist. Covid 19 loi hojagota korar logote mask and H… https://t.co/mSYRYqzZLd,1
4487,"RT @Timobros: Hati-hati COVID Sobat,
Rumah sakit jakarta ngantri semua. Sampe begging begging nangis minta spot. Ngantrian bisa puluhan.

S…",1
4488,"RT @SyamiraYahya: Tau tak ? setahun yang lepas, waktu macam ni kita dah hampir menang lawan covid . Dah boleh rentas negeri &amp; buat aktiviti…",0
4489,"RT @__Sridiana_3va: Teman saya cerita di negaranya, sengaja covid dibiarkan terus dg tanpa kebijakan yg tepat,dg membiarkan hoax membumi

D…",0
4490,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
4491,"Mantap, Vaksinasi Covid -19 Indonesia tembus 1.3 juta per hari
#JokowiLawanPandemi https://t.co/OfkpljBrO6",0
4492,Covid jahatttt bgttt ya sumpah :'((((((,0
4493,"Rumah Sakit (RS) Lapangan Covid-19 yang berada di kompleks lapangan sepak bola Gelora Joko Samudro (Gejos), Kabupat… https://t.co/Odm4yTgl1Y",1
4494,"Gw suka neh kalimat temen gw:

EMANG VIRUS COVID KELUAR (SLIWERAN) NYA WEEKEND DOANG??

🤣🤣🤣

perlu gw mention orang nya gak?? 🤣🤣🤣",-1
4495,"RT @nirsha97: Sejak pendemik covid 19 ni, ramai yang struggle utk survive. Begitu juga kakak sulung saya dan suaminya. Income terjejas. Nak…",0
4496,"RT @emilsalim2010: Ketika PCR anak kandung saya positif dan langsung masuk Wisma Atlet, terus-terang fikiran hanya tertuju pd penyembuhan s…",0
4497,"RT @susipudjiastuti: Penularan Covid semakin genting, saya tidak akan pernah lelah mengingatkn kita semua ... prokes nomor 1 ☝️☝️ pilih pak…",-1
4498,"RT @Reiza_Patters: Berkata Kasar ke Gubernur Anies Baswedan, Ternyata Kemal Arsjad Pernah Terjerumus Narkotika

https://t.co/QizQ60ocd3 

P…",-1
4499,"RT @rzrizaldy: DPR memang gunanya utk mewakili rakyat, yang pingin jalan2 ke Bali diwakilin dewan nya aja, yang kena covid ya ttp rakyatnya…",0
4500,RT @PutraWadapi: Seluruh dunia sibuk dgn ancaman Covid-19 tapi hanya di Indonesia yg rakyat dituduh  melanggar prokes dipenjara 4 tahun dgn…,1
4501,"RT @mas_recruiter: I lost my Mom today.. Rejected by 6 Hospital.. 

Kalian yg masih keliaran ga pake masker ngumpul2 kena covid bikin RS pe…",0
4502,"RT @hanimomo: Bukak kilang sebab takut GDP affected, tapi affected juga. Dan rakyat nak 5,000 ni mati sebab covid. Belum campur sebab desak…",1
4503,"RT @Leonita_lestari: SELALU ADA ORANG JAHAT MENGORBANKAN NYAWA ORANG LAIN 
.
.
.
.
Jangan salahkan negara lain yang menolak kedatangan oran…",1
4504,"@kkmm_gov
@MuhyiddinYassin
@IsmailSabri60

Alangkah bagusnya jika pihak kita yang dapat kesan dahulu perkara ini...… https://t.co/woQD9oKEO2",1
4505,2219h: Aliran trafik bergerak lancar dan terkawal ke semua arah sepanjang lebuhraya. Cuaca baik. Patuhi arahan Peri… https://t.co/11jdNhQZkb,-1
4506,"Sama covid lu gk percaya, sama ""aku bakalan berubah"" kamu percaya, dasar begok!",-1
4507,@potatogurlz2 wkwkw orgorg kerja kerja kaya kita kerja kerja tipes eh covid,-1
4508,"RT @detikcom: Singapura mulai bersiap menuju new normal, menganggap COVID-19 sebagai penyakit endemik selayaknya flu. Sejumlah pembatasan m…",1
4509,RT @PutraWadapi: Seluruh dunia sibuk dgn ancaman Covid-19 tapi hanya di Indonesia yg rakyat dituduh  melanggar prokes dipenjara 4 tahun dgn…,1
4510,RT @anipbesh: Alhamdulillah. Dapat juga diorang nego dengan covid supaya keluar lepas jam 10pm. Terima kasihh,-1
4511,"@yzerimie GAK USAH, COVID.",0
4512,"@thomas_vetra Yg gw permasalahin itu lu ngegampangin covid bro, sekarang lagi naik naiknya, banyak korban jiwa juga… https://t.co/gSvprVZ3Ts",1
4513,"RT @KemenkesRI: #Healthies, sejak ditemukan pada 2019 lalu, COVID-19 terus berubah dan berkembang. Kini telah ada 4 varian yang masuk Varia…",0
